id_zone;INSEE;LIBGEO;DEP;REG;EPCI;TYPPRED;loypredm2;lwrIPm2;uprIPm2;R2adj;NBobs_maille;NBobs_commune
2069;71094;La Chapelle-sous-Brancion;71;27;200069698;maille;8,078992248;6,332006488;10,30796729;0,803469143;611;0
1972;71095;La Chapelle-sous-Dun;71;27;200070548;epci;7,039891985;5,196329097;9,537517396;0,660392584;1324;5
1660;71096;La Chapelle-sous-Uchon;71;27;200070530;maille;7,589045307;5,626346322;10,23641372;0,580942196;941;1
1920;71097;La Chapelle-Th�cle;71;27;200071538;epci;7,971957667;6,017950194;10,56042456;0,660390564;1106;3
1721;71098;Charbonnat;71;27;200070530;maille;7,852557968;6,085647927;10,13247355;0,697471861;796;4
1920;71099;Charbonni�res;71;27;200070308;maille;8,771398719;6,624775758;11,6135909;0,660390564;1106;0
2069;71100;Chardonnay;71;27;200069698;maille;8,078992248;6,332006488;10,30796729;0,803469143;611;13
1788;71101;Charette-Varennes;71;27;247100647;maille;7,883760629;6,246923435;9,949486704;0,72519441;761;1
2069;71102;La Charm�e;71;27;247100589;maille;8,078992248;6,332006488;10,30796729;0,803469143;611;3
1660;71103;Charmoy;71;27;247100290;epci;8,421794423;6,234139337;11,37713122;0,580942196;941;0
1788;71104;Charnay-l�s-Chalon;71;27;200040038;epci;7,85056559;6,227875815;9,896051545;0,72519441;761;0
596;71105;Charnay-l�s-M�con;71;27;200070308;commune;9,841873833;7,743230912;12,5093106;0,847787438;740;740
1972;71106;Charolles;71;27;200071884;epci;7,292632123;5,379790981;9,885604008;0,660392584;1324;292
1858;71107;Charrecey;71;27;247100589;epci;8,872425852;6,786703217;11,59914291;0,682309775;1362;7
2328;71108;Chasselas;71;27;200070308;maille;8,89283382;6,990386987;11,3130351;0,724772396;1210;0
1858;71109;Chassey-le-Camp;71;27;247100589;epci;8,872425852;6,786703217;11,59914291;0,682309775;1362;2
1972;71110;Chassigny-sous-Dun;71;27;200070548;epci;7,039891985;5,196329097;9,537517396;0,660392584;1324;8
2179;71111;Chassy;71;27;200070316;maille;7,941988457;6,192248508;10,18615137;0,631201084;480;2
1972;71112;Ch�teau;71;27;200040293;maille;7,246009015;5,345150233;9,822857048;0,660392584;1324;2
1972;71113;Ch�teauneuf;71;27;200070548;epci;7,039891985;5,196329097;9,537517396;0,660392584;1324;4
1858;71115;Ch�tel-Moron;71;27;247104094;epci;8,881622449;6,804715596;11,59243413;0,682309775;1362;0
1972;71116;Ch�tenay;71;27;200070548;epci;7,039891985;5,196329097;9,537517396;0,660392584;1324;5
1876;71117;Ch�tenoy-en-Bresse;71;27;247100589;maille;9,42278716;7,513087461;11,81790021;0,76313085;684;14
1031;71118;Ch�tenoy-le-Royal;71;27;247100589;commune;9,571903262;8,491801394;10,78938706;0,86126339;1930;202
1876;71119;Chaudenay;71;27;200006682;maille;9,42278716;7,513087461;11,81790021;0,76313085;684;17
2092;71120;Chauffailles;71;27;200070548;commune;7,008882296;5,294667589;9,278095406;0,705563502;1276;303
1788;71121;La Chaux;71;27;247100647;maille;7,883760629;6,246923435;9,949486704;0,72519441;761;0
1858;71122;Cheilly-l�s-Maranges;71;27;247100589;epci;8,872425852;6,786703217;11,59914291;0,682309775;1362;6
2106;71123;Chenay-le-Ch�tel;71;27;247100639;maille;6,19971912;4,892152867;7,856769446;0,742529998;912;0
2069;71124;Chen�ves;71;27;247104094;maille;8,078992248;6,332006488;10,30796729;0,803469143;611;0
1972;71125;Ch�rizet;71;27;200040293;maille;7,246009015;5,345150233;9,822857048;0,660392584;1324;0
2161;71126;Chevagny-les-Chevri�res;71;27;200070308;maille;8,767124899;6,976503692;11,0173351;0,80363587;613;3
1972;71127;Chevagny-sur-Guye;71;27;200040293;maille;7,246009015;5,345150233;9,822857048;0,660392584;1324;0
1972;71128;Chiddes;71;27;200040293;maille;7,246009015;5,345150233;9,822857048;0,660392584;1324;0
1721;71129;Chissey-en-Morvan;71;27;200070530;maille;7,852557968;6,085647927;10,13247355;0,697471861;796;7
1972;71130;Chissey-l�s-M�con;71;27;200040293;maille;7,246009015;5,345150233;9,822857048;0,660392584;1324;1
1788;71131;Ciel;71;27;200040038;epci;7,85056559;6,227875815;9,896051545;0,72519441;761;9
2179;71132;Ciry-le-Noble;71;27;247100290;maille;7,941988457;6,192248508;10,18615137;0,631201084;480;53
1972;71133;La Clayette;71;27;200070548;epci;7,039891985;5,196329097;9,537517396;0,660392584;1324;220
1972;71134;Clermain;71;27;200071645;epci;7,118736375;5,216526149;9,714589005;0,660392584;1324;4
1920;71135;Cless�;71;27;200069698;maille;8,771398719;6,624775758;11,6135909;0,660390564;1106;3
1660;71136;Clessy;71;27;200070316;epci;7,900577417;5,845900823;10,67741746;0,580942196;941;4
973;71137;Cluny;71;27;200040293;commune;9,17704918;7,147218601;11,78335747;0,755420355;600;600
2179;71139;Collonge-en-Charollais;71;27;247104094;maille;7,941988457;6,192248508;10,18615137;0,631201084;480;2
1699;71140;Collonge-la-Madeleine;71;27;200070530;epci;7,205970931;5,295979489;9,804799504;0,593436021;1048;0
1972;71141;Colombier-en-Brionnais;71;27;200070548;epci;7,039891985;5,196329097;9,537517396;0,660392584;1324;2
1721;71142;La Comelle;71;27;200070530;maille;7,852557968;6,085647927;10,13247355;0,697471861;796;0
1785;71143;Condal;71;27;200071579;epci;7,939189738;6,203451115;10,16059167;0,747677581;1668;10
1699;71144;Cordesse;71;27;200070530;epci;7,205970931;5,295979489;9,804799504;0,593436021;1048;0
1972;71145;Cormatin;71;27;247103765;maille;7,246009015;5,345150233;9,822857048;0,660392584;1324;25
1972;71146;Cortambert;71;27;200040293;maille;7,246009015;5,345150233;9,822857048;0,660392584;1324;5
1972;71147;Cortevaix;71;27;200040293;maille;7,246009015;5,345150233;9,822857048;0,660392584;1324;2
1972;71148;Coublanc;71;27;200070548;epci;7,039891985;5,196329097;9,537517396;0,660392584;1324;3
1819;71149;Couches;71;27;200070530;maille;8,136340857;6,329330243;10,45924924;0,671397041;902;26
2328;71150;Cr�ches-sur-Sa�ne;71;27;200070308;maille;8,89283382;6,990386987;11,3130351;0,724772396;1210;91
1699;71151;Cr�ot;71;27;200070530;epci;7,205970931;5,295979489;9,804799504;0,593436021;1048;0
1733;71152;Cressy-sur-Somme;71;27;200070316;maille;6,920281946;5,331806025;8,982003846;0,678678147;702;6
1409;71153;Le Creusot;71;27;247100290;commune;8,242933458;6,429492255;10,56785657;0,755757085;3342;3342
